circle,division,subdivision,section,area,catdesc,catcode,totservices,billdservices,units,load,hour,day_of_week,month,temperature,humidity,area_type,population_density,solar_capacity,solar_generation,renewable_type,renewable_percentage
HABSIGUDA,SAINIKPURI,A S RAO NAGAR,MOULAALI,POCHAMMA TEMPLE BESIDE DR KRIS,DOMESTIC,1,271,269.0,24490,303.11,3,1,11,26.213254281364033,58.70746456758784,urban,1028,136.51781188332015,117.04685250953617,solar,38.61530550279969
HABSIGUDA,SAINIKPURI,A S RAO NAGAR,MOULAALI,R.T.C.COLONY,DOMESTIC,1,1151,1102.0,115947,1895.86,5,5,10,30.373649059308672,67.64835979019861,rural,3212,775.7961031591306,763.9232257250945,solar,40.29428469006649
HABSIGUDA,SAINIKPURI,A S RAO NAGAR,MOULAALI,RAGHAVENDRA NAGAR,DOMESTIC,1,375,374.0,40511,728.61,6,3,5,30.721426477420035,33.337444613103564,urban,3109,186.70999346526298,143.5637513459343,solar,19.703785474524683
HABSIGUDA,SAINIKPURI,A S RAO NAGAR,MOULAALI,RAJEEV GANDHI NAGAR,DOMESTIC,1,464,423.0,44011,350.92,4,5,5,35.415958772147334,37.63788445912175,rural,3860,78.4384199950622,59.6145691127917,solar,16.98807965142816
HABSIGUDA,SAINIKPURI,A S RAO NAGAR,MOULAALI,RAO NAGAR,DOMESTIC,1,142,139.0,18499,240.1,10,5,6,30.357379881716156,59.90310971320271,urban,695,101.88134492476321,94.45882323651878,solar,39.341450744072795
HABSIGUDA,SAINIKPURI,A S RAO NAGAR,MOULAALI,SADULLA NAGAR,DOMESTIC,1,727,687.0,83530,881.67,12,2,2,32.11474801241021,88.00241495477515,urban,8166,372.0704345717738,214.2306145894207,solar,24.29827651949377
HABSIGUDA,SAINIKPURI,CHERLAPALLY,CHERLAPALLY-II,"NN COLONY ROAD NO.4,5&6",DOMESTIC,1,954,920.0,95130,1515.99,18,3,9,35.066561015218234,80.61633417835257,industrial,5467,689.9222885916513,480.6943182463226,solar,31.708277643409428
HABSIGUDA,SAINIKPURI,CHERLAPALLY,CHERLAPALLY-II,PHASE-II(2) KRUPP,DOMESTIC,1,1,1.0,662,14.0,22,1,2,22.022640093598906,83.36166930879783,rural,7844,3.649852076154424,2.1419763634239106,solar,15.299831167313647
HABSIGUDA,SAINIKPURI,CHERLAPALLY,CHERLAPALLY-II,PHASE-IIB LT,DOMESTIC,1,5,5.0,749,13.0,9,5,2,39.269442470499385,38.229301599526565,urban,4792,3.470277039643528,2.6832111539183097,solar,20.64008579937161
HABSIGUDA,SAINIKPURI,CHERLAPALLY,CHERLAPALLY-II,REDDY COLONY,DOMESTIC,1,662,658.0,76654,1876.28,9,1,12,36.926083521588964,87.51743486702475,rural,2268,699.8550130492274,565.6095627234719,solar,30.14526417823949
HABSIGUDA,SAINIKPURI,CHERLAPALLY,CHERLAPALLY-II,SAI NAGAR COLONY RIGHT SIDE,DOMESTIC,1,798,797.0,107383,2137.3,10,6,5,27.77545227246214,73.79955190202082,rural,8250,527.241551139205,504.5565012981299,solar,23.607191376883442
HABSIGUDA,SAINIKPURI,SAINIKPURI,YAPRAL,SHANTINAGAR,DOMESTIC,1,516,363.0,37732,629.02,20,6,9,34.56835178147487,49.54110239733214,industrial,4620,181.72472162845366,166.3585202884273,solar,26.44725450517111
HABSIGUDA,SAINIKPURI,SAINIKPURI,YAPRAL,SHREE ENCLAVE,DOMESTIC,1,244,244.0,36486,1233.4,6,6,4,35.246502088174935,81.86802968023557,industrial,6680,547.2956025165082,450.5541051696127,solar,36.52943936838111
HABSIGUDA,SAINIKPURI,SAINIKPURI,YAPRAL,SHYAMALA LAXMI COLONY,DOMESTIC,1,673,651.0,73518,1625.16,17,4,6,37.00492898831314,74.83859111285372,industrial,6643,487.97649919934076,432.9996594204971,solar,26.64350952647721
HABSIGUDA,SAINIKPURI,SAINIKPURI,YAPRAL,SINGAIPALLY,DOMESTIC,1,49,4.0,152,38.04,3,2,2,23.766336502681042,74.19058592046304,urban,1772,7.737283354543826,6.300756152015375,solar,16.563501976906874
HABSIGUDA,SAINIKPURI,SAINIKPURI,YAPRAL,SINGAIPALLY-II,DOMESTIC,1,557,528.0,46720,576.55,1,1,4,34.07405505287605,74.07722897763391,urban,9923,227.88017530078076,178.98831448571465,solar,31.04471676102934
HABSIGUDA,SAINIKPURI,SAINIKPURI,YAPRAL,SINGAIPALLY-III,DOMESTIC,1,646,628.0,73392,967.05,13,6,12,20.666810610525673,78.05121799355584,urban,8722,245.8007597501918,128.76658079958818,solar,13.31540052733449
HABSIGUDA,SAINIKPURI,SAINIKPURI,YAPRAL,SK COLONY PRAGATHI SCHOOL,DOMESTIC,1,342,342.0,39629,835.44,12,6,9,22.31158248107763,86.9117496279248,urban,2836,216.1698655765656,110.72050898221914,solar,13.252957601050841
HABSIGUDA,SAINIKPURI,SAINIKPURI,YAPRAL,SRI CHAKRA,DOMESTIC,1,151,149.0,25407,571.0,11,3,2,35.52133920931007,38.21230323456878,industrial,8986,117.03152504749787,108.38198247100294,solar,18.981082744483878
HABSIGUDA,SAINIKPURI,SAINIKPURI,YAPRAL,SRI DEVI KALYAN ESTATES,DOMESTIC,1,536,533.0,85378,2124.0,6,5,1,36.26006007763519,89.9713456117806,rural,8410,793.122014765839,508.36749881762836,solar,23.9344396806793
HABSIGUDA,SAINIKPURI,SAINIKPURI,YAPRAL,SRI VENKATARAMANA CNCT,DOMESTIC,1,324,321.0,78309,1621.0,1,6,4,31.848729042491293,82.34037704184264,rural,8129,597.4539791280532,403.55562523026697,solar,24.895473487369955
HABSIGUDA,SAINIKPURI,SAINIKPURI,YAPRAL,SURABHI ENCLAVE KOWKOOR,DOMESTIC,1,164,164.0,24922,564.0,12,4,4,31.633719483677943,56.497632281552285,rural,2029,129.11696003912073,93.56893760878093,solar,16.59023716467747
HABSIGUDA,HABSIGUDA,HABSIGUDA,HABSIGUDA,ZAHEERA NAGAR,DOMESTIC,1,152,146.0,26422,443.0,13,3,1,34.99022856735859,39.44627237332516,urban,1698,95.30223190052173,49.67231407162177,solar,11.212711980050061
HABSIGUDA,HABSIGUDA,HABSIGUDA,MALLAPUR,3A3B,DOMESTIC,1,16,16.0,43391,273.7,16,2,4,38.121696441774034,57.22730319879483,urban,5839,95.04255004420533,93.21745875630467,solar,34.05826041516429
HABSIGUDA,HABSIGUDA,HABSIGUDA,MALLAPUR,ANNAPURNA COLONY,DOMESTIC,1,856,845.0,103243,1574.59,8,4,3,28.422303417352595,76.71670478501755,urban,6781,683.9816235746862,377.21772604381283,solar,23.956568125277872
HABSIGUDA,HABSIGUDA,HABSIGUDA,MALLAPUR,ASHOK NAGAR,DOMESTIC,1,962,944.0,89069,1143.88,16,4,2,22.296422372146964,66.14720804130665,rural,6931,556.0659785443114,547.2230670295163,solar,47.83920227904293
HABSIGUDA,HABSIGUDA,HABSIGUDA,MALLAPUR,BABA NAGAR MALLAPUR,DOMESTIC,1,1041,1033.0,123325,2480.41,7,4,10,36.77998768854576,46.77305496151337,urban,8781,552.0058248110556,471.3814365175458,solar,19.004174169493986
HABSIGUDA,HABSIGUDA,HABSIGUDA,MALLAPUR,BANK COLONY,DOMESTIC,1,299,297.0,27712,508.26,1,5,4,26.83288291941506,54.4076828196219,rural,2561,209.63265836228717,203.66504002595028,solar,40.07103451500222
HABSIGUDA,HABSIGUDA,HABSIGUDA,MALLAPUR,BEERAPPA GADDA,DOMESTIC,1,416,411.0,34998,559.53,23,6,8,22.67571546421181,87.25793099260238,urban,8832,144.0420950697607,75.78577312795392,solar,13.544541513047365
HABSIGUDA,HABSIGUDA,HABSIGUDA,MALLAPUR,BHAVANI NAGAR,DOMESTIC,1,1063,1057.0,105935,1582.17,12,0,7,32.29232800285663,78.22925133789509,rural,9753,332.56065708973597,240.6819635819771,solar,15.212143042907975
HABSIGUDA,HABSIGUDA,HABSIGUDA,MALLAPUR,BRAHAMPURI COLONY,DOMESTIC,1,1078,1057.0,103677,1579.23,2,4,9,31.561678504233793,37.44416254481293,urban,7427,474.4503031292131,463.2404949591557,solar,29.333314017537386
HABSIGUDA,HABSIGUDA,HABSIGUDA,MALLAPUR,CHANDIYA NAGAR,DOMESTIC,1,337,336.0,27636,417.86,15,3,8,29.484924130047773,62.72351770490876,industrial,7375,155.51261516697997,128.02111274111647,solar,30.63732176832347
HABSIGUDA,HABSIGUDA,UPPAL,BODUPPAL,SAI MARUTHI NAGAR,DOMESTIC,1,906,906.0,137888,2067.92,5,3,1,37.195944884943174,85.85909259052531,urban,1366,786.648357465607,608.3941506990941,solar,29.42058448581638
HABSIGUDA,HABSIGUDA,UPPAL,BODUPPAL,SAI RAM NAGAR,DOMESTIC,1,858,851.0,104405,1675.1,18,2,12,25.444516708067358,32.05852729562607,rural,1374,359.7454432100854,300.6669370433667,solar,17.94919330448133
HABSIGUDA,HABSIGUDA,UPPAL,BODUPPAL,SARASWATHI COLONY,DOMESTIC,1,989,970.0,146516,1723.4,6,1,2,20.264705305687603,32.55284216877685,rural,3337,824.3696683087827,488.95911678148667,solar,28.371771891695875
HABSIGUDA,HABSIGUDA,UPPAL,BODUPPAL,SIDDIVINAYAKA NAGAR,DOMESTIC,1,465,465.0,50212,699.84,9,1,12,26.469374378844,73.0039638684351,rural,8574,151.42895690020342,132.19355009538353,solar,18.88911038171347
HABSIGUDA,HABSIGUDA,UPPAL,BODUPPAL,SRI LAXMI NAGAR COLONY,DOMESTIC,1,1355,1350.0,160892,1970.38,8,0,2,20.194119208042576,64.53273774599398,industrial,2875,522.4611558646237,333.25149347283144,solar,16.913057048530305
HABSIGUDA,HABSIGUDA,UPPAL,BODUPPAL,SRI MAHALAXMI NAGAR2,DOMESTIC,1,433,428.0,53696,531.28,1,5,12,30.871824217936783,32.759967858593214,industrial,1157,175.19032314490724,112.26879701192671,solar,21.131756703042974
HABSIGUDA,HABSIGUDA,UPPAL,BODUPPAL,SRINIVAS NAGAR (WATER TANK),DOMESTIC,1,757,733.0,80805,1355.73,14,6,8,27.56496585719696,89.76098911367173,rural,3962,655.760774630759,523.7670231241806,solar,38.633579187904715
HABSIGUDA,HABSIGUDA,UPPAL,BODUPPAL,SURAJ NAGAR,DOMESTIC,1,1028,1023.0,109028,1426.92,4,5,12,36.27885481714172,64.80571774255623,rural,9047,709.7068292926862,362.3408023047573,solar,25.393210712917142
HABSIGUDA,HABSIGUDA,UPPAL,BODUPPAL,SY NAGAR,DOMESTIC,1,545,540.0,59137,712.25,21,6,4,35.95170704981635,59.51578461500064,rural,7434,142.52516410723345,75.11335719465752,solar,10.545925896055811
HABSIGUDA,HABSIGUDA,UPPAL,BODUPPAL,TELEPHONE CLNY BPR CLNY TO RD ,DOMESTIC,1,1124,1105.0,105255,1667.8,3,4,9,28.692769865973276,56.86182234404481,urban,9944,445.8942005150717,226.48117173089568,solar,13.579636151270877
HABSIGUDA,HABSIGUDA,UPPAL,BODUPPAL,TELEPHONE COLONY-2,DOMESTIC,1,501,499.0,46943,722.16,19,6,2,24.32970547171646,72.04103620858865,rural,8364,253.0485909940328,223.54103141215262,solar,30.95450196800607
HABSIGUDA,HABSIGUDA,UPPAL,BODUPPAL,TELEPHONE COLONY-3,DOMESTIC,1,1513,1499.0,152422,2647.25,3,0,4,28.44859731884594,57.50142165974732,urban,5520,1080.921629057255,555.0051298387001,solar,20.96534629667391
HABSIGUDA,HABSIGUDA,UPPAL,UPPAL,UPPAL,DOMESTIC,1,151,97.0,33402,808.86,17,2,1,32.82635465087259,69.54460674473967,industrial,2130,321.1367358962964,175.937746562523,solar,21.75132242446443
HABSIGUDA,HABSIGUDA,UPPAL,UPPAL,WASHER MAN & HAIR CUTTING HCS,DOMESTIC,1,2,2.0,354,3.0,3,2,3,23.804119631458146,59.30005278917282,industrial,6122,0.8263597682680108,0.6638174709996374,solar,22.12724903332125
HABSIGUDA,HABSIGUDA,UPPAL,UPPAL,WEAKER SECTION,DOMESTIC,1,226,221.0,23089,265.86,16,1,6,35.460932311406054,66.64306563193395,rural,9839,68.92529045707775,50.82961328589763,solar,19.11893977503108
HABSIGUDA,HABSIGUDA,UPPAL,UPPAL,ZAHEED NAGAR,DOMESTIC,1,302,294.0,54311,616.04,11,2,9,26.611204208705477,78.3111678189625,industrial,2935,125.84598818693465,85.95586651369564,solar,13.952968397132596
HABSIGUDA,HABSIGUDA,UPPAL,UPPAL BAGAYATH,(NEW SHANTHI NAGAR) SATYANAGAR,DOMESTIC,1,1565,1554.0,190500,2236.5,21,4,11,38.64353989834818,79.03008520667052,urban,1024,1012.8168412257031,686.5006681919747,solar,30.695312684640047
HABSIGUDA,HABSIGUDA,UPPAL,UPPAL BAGAYATH,ARAVINDA NAGAR,DOMESTIC,1,768,767.0,90049,1065.07,16,3,1,30.23741060549216,80.94289320986303,urban,7643,334.0476039528361,310.5852957444059,solar,29.16102188066568
HABSIGUDA,HABSIGUDA,UPPAL,UPPAL BAGAYATH,BAGAYATH,DOMESTIC,1,986,983.0,164159,4757.07,9,2,5,36.942530682594445,42.17818306083366,rural,282,2184.9328955540063,1177.535270543666,solar,24.753372780801335
HABSIGUDA,HABSIGUDA,UPPAL,UPPAL BAGAYATH,BALAJI NAGAR,DOMESTIC,1,850,849.0,95211,996.54,21,0,12,32.31785160593205,33.66719403344211,rural,9583,296.08377747750274,285.1481726398339,solar,28.613821084937275
HABSIGUDA,HABSIGUDA,UPPAL,UPPAL BAGAYATH,BALAKRISHNA NAGAR,DOMESTIC,1,1057,1031.0,107247,1164.33,0,4,2,31.092036875574752,80.16830843615148,industrial,6327,496.9481954952847,307.05126219815327,solar,26.37149796004168
HABSIGUDA,HABSIGUDA,UPPAL,UPPAL BAGAYATH,BALAKRISHNA NAGAR II,DOMESTIC,1,765,744.0,73791,813.26,21,2,7,33.64260266970224,32.537870719877056,rural,3066,179.6477661711727,133.63083042564833,solar,16.431501663139503
HABSIGUDA,SAINIKPURI,A S RAO NAGAR,MOULAALI,SANJAY GANDHI NAGAR,DOMESTIC,1,192,171.0,18270,103.26,23,5,4,36.22982247415521,42.809444796658944,rural,4496,45.78881161550495,44.804559933254914,solar,43.39004448310567
HABSIGUDA,SAINIKPURI,A S RAO NAGAR,MOULAALI,SARDARPATEL NAGAR,DOMESTIC,1,728,713.0,86059,1795.88,17,6,5,32.89015008819472,61.57192790811173,rural,7376,839.2213777254916,687.6674917413845,solar,38.291394288114155
HABSIGUDA,SAINIKPURI,A S RAO NAGAR,MOULAALI,SATYAGIRI COLONY,DOMESTIC,1,94,92.0,14745,253.3,17,2,8,35.94481374383405,81.32600581600246,urban,7634,70.78825710357744,44.28795116754372,solar,17.48438656436783
HABSIGUDA,SAINIKPURI,A S RAO NAGAR,MOULAALI,SHIVANANDA NAGAR,DOMESTIC,1,457,439.0,45813,534.46,13,5,2,23.80930328919026,83.80687683439824,industrial,206,129.63834263534227,128.4949543915739,solar,24.042015191328424
HABSIGUDA,SAINIKPURI,A S RAO NAGAR,MOULAALI,TIRUMALA NAGAR,DOMESTIC,1,1628,1614.0,218508,3548.36,14,4,3,25.550330807496024,67.68303927705037,rural,4991,918.4697631262561,833.2968099857112,solar,23.483998522858762
HABSIGUDA,SAINIKPURI,A S RAO NAGAR,MOULAALI,UPPERGUDA,DOMESTIC,1,1090,1076.0,119319,2099.41,11,2,11,24.594456431746135,88.0055216039641,rural,1708,966.4327177310206,634.9998369755584,solar,30.246585325189386
HABSIGUDA,SAINIKPURI,A S RAO NAGAR,MOULAALI,VASANTHAVIHAR COLONY,DOMESTIC,1,268,266.0,32912,581.88,3,5,5,35.96606375629152,73.7965761064093,rural,8293,166.33721904097106,133.00130882896661,solar,22.857171380519457
HABSIGUDA,SAINIKPURI,A S RAO NAGAR,MOULAALI,VENKATESHWARA NAGAR,DOMESTIC,1,1011,994.0,101723,1845.61,2,3,10,21.722571177141518,61.66346411802052,urban,2765,497.21905282483164,386.8846972628143,solar,20.962429617460586
HABSIGUDA,SAINIKPURI,A S RAO NAGAR,MOULAALI,VENKATESHWARANAGAR-II,DOMESTIC,1,1061,1052.0,114113,1890.24,19,1,4,35.91726394883456,38.062234888405875,urban,4735,933.1451755099521,754.280679557722,solar,39.90396349446218
HABSIGUDA,SAINIKPURI,A S RAO NAGAR,MOULAALI,ZTS TIRMAL NAGAR,DOMESTIC,1,939,928.0,100789,1571.3,11,4,5,27.78084599629043,55.72713082733098,rural,7730,630.0965389500611,353.6169532639859,solar,22.50473832266187
HABSIGUDA,SAINIKPURI,CHERLAPALLY,CHERLAPALLY-II,SAINAGAR COLONY,DOMESTIC,1,878,848.0,83412,1382.26,6,5,3,21.59014324034791,79.34045091619515,industrial,2801,621.5574163585138,511.3813651957967,solar,36.99603296020985
HABSIGUDA,SAINIKPURI,CHERLAPALLY,CHERLAPALLY-II,SAMRAT NAGAR,DOMESTIC,1,136,130.0,16657,406.0,10,0,12,28.48852523052925,47.01883200325262,urban,6862,172.19125133021387,104.53246879535293,solar,25.74691349639235
HABSIGUDA,SAINIKPURI,CHERLAPALLY,CHERLAPALLY-II,SHIVA SAI NAGAR ,DOMESTIC,1,1330,1274.0,131293,2278.33,0,2,9,26.010046010677026,64.6962686941921,rural,273,711.3039646699464,469.2143918162388,solar,20.594663276006496
HABSIGUDA,SAINIKPURI,CHERLAPALLY,CHERLAPALLY-II,SHUBODAYA COLONY LEFT SIDE,DOMESTIC,1,242,225.0,21731,361.84,5,5,8,31.839043655652993,89.00607022777152,industrial,3914,166.02084554516478,128.28394604583437,solar,35.45322408960711
HABSIGUDA,SAINIKPURI,CHERLAPALLY,CHERLAPALLY-II,SHUBODAYA COLONY RIGHT SIDE,DOMESTIC,1,604,535.0,49725,992.38,14,6,6,29.45053266187626,40.46543611056205,rural,8672,373.5821658820684,226.58114682789295,solar,22.8320952485835
HABSIGUDA,SAINIKPURI,CHERLAPALLY,CHERLAPALLY-II,SONIA GANDHI NAGAR,DOMESTIC,1,477,417.0,38131,693.0,14,5,1,25.935547821767003,36.08743545087968,industrial,6577,275.2727525543596,260.4356985018886,solar,37.580908874731406
HABSIGUDA,SAINIKPURI,CHERLAPALLY,CHERLAPALLY-II,SRI VASAVI SHIVA NAGAR,DOMESTIC,1,414,386.0,45677,883.88,18,5,4,37.24531888811031,77.73580073048029,urban,6566,263.2401637373235,186.57954902794577,solar,21.109149322073787
HABSIGUDA,SAINIKPURI,CHERLAPALLY,CHERLAPALLY-II,ST 33,DOMESTIC,1,2,2.0,1768,10.0,10,6,7,28.13642849691138,31.495309027335683,industrial,2093,4.943491647311424,2.880760256726191,solar,28.80760256726191
HABSIGUDA,SAINIKPURI,CHERLAPALLY,CHERLAPALLY-II,SUBHASH NAGAR,DOMESTIC,1,198,198.0,28977,437.52,22,1,10,29.413799836035572,68.59535612553611,urban,2648,199.6756237575509,105.90912381179629,solar,24.20669313672433
HABSIGUDA,SAINIKPURI,CHERLAPALLY,CHERLAPALLY-II,TEACHERS COLONY MARUTHI LEFT S,DOMESTIC,1,405,404.0,41086,752.24,1,6,5,36.93257049504915,50.14469964029402,urban,5705,183.8732804665692,163.77971205563983,solar,21.772268432367305
HABSIGUDA,SAINIKPURI,CHERLAPALLY,CHERLAPALLY-II,VAISHNAVI ENCLAVE,DOMESTIC,1,508,507.0,73200,2131.0,13,6,4,21.781132166880425,73.42882867728875,industrial,9513,556.5386552816536,508.76092383127644,solar,23.874280799215224
HABSIGUDA,SAINIKPURI,SAINIKPURI,YAPRAL,YAPRAL NON-CT SERVICES,DOMESTIC,1,4,4.0,3626,26.22,1,0,9,27.797862835554895,37.21519034035224,urban,1038,11.132359407353986,6.01151973595673,solar,22.92723011425145
HABSIGUDA,SAINIKPURI,SAINIKPURI,YAPRAL,YAPRAL-CT METERS,DOMESTIC,1,36,36.0,47558,851.0,3,6,8,28.057133730567795,49.80263653803456,industrial,4471,176.77442577662987,136.34865335274628,solar,16.022168431580056
HABSIGUDA,SAINIKPURI,SAINIKPURI,YAPRAL,INDIRA NAGAR,DOMESTIC,1,3,344.0,0,3.0,16,0,3,29.916513103133667,31.02221422713538,industrial,5844,0.9019053836702233,0.7455551854168433,solar,24.851839513894777
HABSIGUDA,SAINIKPURI,MALKAJGIRI,MALKAJGIRI,"ADARSH NAGAR,LALWANI NAGAR",DOMESTIC,1,1189,1177.0,141194,2440.38,2,3,6,22.122411847188104,44.10545963978784,urban,4251,877.9402723775453,837.6753239310783,solar,34.3256101070767
HABSIGUDA,SAINIKPURI,MALKAJGIRI,MALKAJGIRI,ANANDBAGH (W),DOMESTIC,1,872,865.0,105055,1708.91,12,6,12,22.053202424991028,58.9955191330862,urban,2150,446.83438601008106,234.20031373103848,solar,13.704660498858248
HABSIGUDA,SAINIKPURI,MALKAJGIRI,MALKAJGIRI,ANANDBAGH (W) ADR SIDE,DOMESTIC,1,1159,1141.0,181316,2885.61,8,1,12,28.328319115318315,40.65680474938724,urban,9127,1332.9940873970363,898.1259398724521,solar,31.124300923286658
HABSIGUDA,SAINIKPURI,MALKAJGIRI,MALKAJGIRI,"AS NAGAR,NMDC ST NO.3",DOMESTIC,1,1203,1192.0,130841,2274.84,6,6,4,20.660580166934558,65.97933206523838,urban,4078,1061.8508302564617,594.3162479775407,solar,26.125628526733337
HABSIGUDA,SAINIKPURI,MALKAJGIRI,MALKAJGIRI,"BANK COLONY,ANR NAGAR",DOMESTIC,1,747,741.0,80629,1386.93,14,5,7,25.099687181192703,37.08879736677192,urban,6305,675.5095880851346,482.5296071494681,solar,34.7912012249694
HABSIGUDA,HABSIGUDA,HABSIGUDA,MALLAPUR,CHANIKYAPURI,DOMESTIC,1,709,699.0,67205,1128.53,22,4,1,24.023535075431273,74.71341294759088,rural,4044,275.24763997261203,188.84208026202646,solar,16.73345682099957
HABSIGUDA,HABSIGUDA,HABSIGUDA,MALLAPUR,COMMINUTE HALL,DOMESTIC,1,186,174.0,15183,155.42,10,1,1,29.787725226471494,85.29988590192903,rural,1696,34.7808608570554,27.74371494373696,solar,17.85080101900461
HABSIGUDA,HABSIGUDA,HABSIGUDA,MALLAPUR,GANDHI STATUE,DOMESTIC,1,570,565.0,64406,1128.74,19,6,12,20.22319114436421,53.15552797373455,rural,9794,414.05383463399255,346.798026522242,solar,30.724349852246046
HABSIGUDA,HABSIGUDA,HABSIGUDA,MALLAPUR,GOKUL NAGAR,DOMESTIC,1,816,811.0,82252,1744.18,1,1,12,33.51466900527941,61.69236405166979,rural,3036,763.4797009606242,749.9378580362905,solar,42.99658624891299
HABSIGUDA,HABSIGUDA,HABSIGUDA,MALLAPUR,GOKUL NAGAR-I,DOMESTIC,1,387,383.0,41248,671.54,14,0,6,37.11174614261472,59.310801762473844,rural,5248,192.9451883198906,112.18387124719123,solar,16.705463747087475
HABSIGUDA,HABSIGUDA,HABSIGUDA,MALLAPUR,GREEN HILLS COLONY,DOMESTIC,1,452,450.0,46194,729.5,13,3,10,34.13483036478608,77.12372837896194,industrial,1886,198.63662755713645,178.69520406716873,solar,24.495572867329503
HABSIGUDA,HABSIGUDA,HABSIGUDA,MALLAPUR,GUL MOHAR GARDENS MALLAPUR,DOMESTIC,1,484,482.0,84314,1840.11,19,3,11,36.36156338724,89.65146178627231,urban,3961,653.8209494173043,603.4922680573081,solar,32.79653216695242
HABSIGUDA,HABSIGUDA,HABSIGUDA,MALLAPUR,H.C.L. COLONY,DOMESTIC,1,1239,1233.0,126737,2114.88,21,1,7,32.86632807596373,74.14115875404222,rural,1932,728.8231453838612,570.329934444644,solar,26.96748441730235
HABSIGUDA,HABSIGUDA,HABSIGUDA,MALLAPUR,HANUMAN TEMPEL,DOMESTIC,1,508,455.0,41963,362.57,10,1,9,30.147340687782833,42.871813732351285,industrial,311,124.67513491308975,111.44618149359574,solar,30.737838622499307
HABSIGUDA,HABSIGUDA,UPPAL,BODUPPAL,UDAY NAGAR,DOMESTIC,1,1284,1270.0,141916,2275.1,2,6,7,24.380431946193347,71.76480909971897,industrial,209,731.6337090582693,493.72229441562985,solar,21.701124979808796
HABSIGUDA,HABSIGUDA,UPPAL,BODUPPAL,VENKATREDDY COLONY,DOMESTIC,1,465,464.0,64300,772.0,16,2,9,25.592526953657284,66.94583966590952,rural,2784,322.7865272827734,166.9848187874488,solar,21.630157874021865
HABSIGUDA,HABSIGUDA,UPPAL,BODUPPAL,VIJAYAPURI COLONY,DOMESTIC,1,671,664.0,100087,1223.84,11,5,10,26.354160074390354,42.60719314226704,rural,6665,470.4529316120641,270.67366096268677,solar,22.1167522684899
HABSIGUDA,HABSIGUDA,UPPAL,BODUPPAL,VIVEKANADANAGAR COLONY,DOMESTIC,1,581,580.0,80281,817.0,23,0,9,20.760353389329676,44.45771010135046,rural,1491,282.9635263142039,165.16850210522296,solar,20.216462925975883
HABSIGUDA,HABSIGUDA,UPPAL,BODUPPAL,VIVEKANANDA COLONY PH-II,DOMESTIC,1,364,364.0,51219,510.26,20,5,8,38.261775428238,69.16720853455091,rural,9676,212.37539032255586,199.1401887073782,solar,39.02719960556936
HABSIGUDA,HABSIGUDA,UPPAL,BODUPPAL,WASHER MEN,DOMESTIC,1,4,3.0,262,4.0,14,4,7,38.00605405266748,78.46911963431866,industrial,6139,1.1140353092917505,1.0905811503444458,solar,27.264528758611146
HABSIGUDA,HABSIGUDA,UPPAL,BODUPPAL,INDIRA NAGAR,DOMESTIC,1,6,1.0,65,8.0,15,4,12,22.155556990599102,75.74424381164687,urban,5218,3.7404082615839043,2.623182663573446,solar,32.78978329466808
HABSIGUDA,HABSIGUDA,UPPAL,CHILKANAGAR, BALAJI HILLS -IV,DOMESTIC,1,225,225.0,36512,814.0,4,3,3,31.133871311001062,66.38471343208518,urban,7509,256.61374462465875,212.51695137253026,solar,26.107733583848926
HABSIGUDA,HABSIGUDA,UPPAL,CHILKANAGAR,2BHK-RAJEEV NAGAR,DOMESTIC,1,77,77.0,5515,89.0,19,0,11,29.352825884076715,86.25253725218622,industrial,1553,26.546724369627963,17.299833227846673,solar,19.43801486274907
HABSIGUDA,HABSIGUDA,UPPAL,CHILKANAGAR,AMBEDKAR NAGAR,DOMESTIC,1,430,367.0,28285,410.2,5,5,3,33.66827994083991,73.8627321817427,rural,4657,148.77235575287523,107.53073607661435,solar,26.214221374113688
HABSIGUDA,HABSIGUDA,UPPAL,CHILKANAGAR,AMBEDKAR NAGAR 2,DOMESTIC,1,322,299.0,22484,309.68,18,3,11,32.06035321076669,62.51495736156581,urban,2944,87.05811546109501,70.54663492557535,solar,22.78049435726406
HABSIGUDA,HABSIGUDA,UPPAL,CHILKANAGAR,ANNAPURNA COLONY,DOMESTIC,1,449,447.0,46565,752.25,4,4,5,22.486436023586617,78.97229971696584,rural,934,211.09793884600467,195.91827328266868,solar,26.044303527107832
HABSIGUDA,HABSIGUDA,UPPAL,CHILKANAGAR,AYYAPPA TEMPLE,DOMESTIC,1,660,658.0,84854,1109.69,2,1,7,33.201552899235914,47.42903875659934,urban,458,247.8630126037391,176.82277011921965,solar,15.93442944599119
HABSIGUDA,HABSIGUDA,UPPAL,UPPAL BAGAYATH,BHARATH NAGAR,DOMESTIC,1,662,659.0,66788,891.54,0,0,12,32.177446079120756,45.80956468203857,urban,8627,352.67692276817735,299.59871749424724,solar,33.604629909398035
HABSIGUDA,HABSIGUDA,UPPAL,UPPAL BAGAYATH,CHURCH COLONY,DOMESTIC,1,714,708.0,79673,811.77,5,0,10,30.624472759476113,88.28730570836869,urban,7736,384.6321384331103,240.15349249551437,solar,29.583932948435443
HABSIGUDA,HABSIGUDA,UPPAL,UPPAL BAGAYATH,DEVENDER NAGAR,DOMESTIC,1,895,857.0,65152,778.28,14,5,7,28.048125331464533,86.98930203075892,industrial,7417,315.65407562614445,209.68727538682575,solar,26.942395460094794
